식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품명,식품중분류명,식품소분류명,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처명,식품중량
피자_그린머쉬룸 피자 골드스윗 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,263,,12.23,,,,6.47,,,,,,355,,,,,,,,,,5.76,,식품의약품안전처,556g
피자_가든 스페셜 피자 오리지널 (F),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,214,,8.4,,,,3.06,,,,,,468,,,,,,,,,,3.06,,식품의약품안전처,1046
피자_가든 스페셜 피자 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,214,,8.22,,,,3.08,,,,,,468,,,,,,,,,,2.57,,식품의약품안전처,778g
피자_가든 스페셜 피자 오리지널 (P),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,213,,8.26,,,,3.01,,,,,,468,,,,,,,,,,3.01,,식품의약품안전처,1330
피자_가든 스페셜 피자 오리지널 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,213,,8.37,,,,3.49,,,,,,468,,,,,,,,,,2.79,,식품의약품안전처,429.9
피자_가든 스페셜 피자 치즈롤 (F),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,221,,9.33,,,,2.33,,,,,,494,,,,,,,,,,4.08,,식품의약품안전처,1372
피자_가든 스페셜 피자 치즈롤 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,220,,9.31,,,,2.33,,,,,,494,,,,,,,,,,3.88,,식품의약품안전처,1031
피자_가든 스페셜 피자 치즈롤 (P),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,220,,9.26,,,,2.31,,,,,,494,,,,,,,,,,4.05,,식품의약품안전처,1727
피자_갈릭쉬림프 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,292,,12.17,,,,3.48,,,,,,149,,,,,,,,,,4.35,,식품의약품안전처,922g
피자_갈릭쉬림프 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,177,,11.78,,,,4.15,,,,,,405,,,,,,,,,,4.95,,식품의약품안전처,1013g
피자_갈릭쉬림프 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,215,,5.29,,,,1.67,,,,,,285,,,,,,,,,,4.1,,식품의약품안전처,1165g
피자_갈릭스테이크 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,229,,12.14,,,,4.37,,,,,,340,,,,,,,,,,3.78,,식품의약품안전처,923g
피자_게살크림 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,222,,13.33,,,24,1.33,,,,,,413,,,,,,,,,20,2.67,0,식품의약품안전처,1196g
피자_고구마디럭스 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,116,,5.93,,,,3.09,,,,,,174,,,,,,,,,,1.72,,식품의약품안전처,100g
피자_고구마무스 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,260,,9.49,,,,7.74,,,,,,312,,,,,,,,,,6.25,,식품의약품안전처,1000
피자_고구마무스 피자 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,263,,9.94,,,,7.65,,,,,,323,,,,,,,,,,6.69,,식품의약품안전처,615.4
피자_고구마무스 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,217,,7.88,,,30.3,9.7,,,,,,328,,,,,,,,,14.55,3.64,0,식품의약품안전처,1318g
피자_고구마 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,283,,12.51,9.07,,37.84,4.91,,,,,,278,,,,,,,,,20.9,4.39,0.16,식품의약품안전처,620g
피자_고구마 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,222,,4.16,,,,4.73,,,,,,349,,,,,,,,,,4.48,,식품의약품안전처,1075g
피자_고구마 피자 씬바샤삭 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,278,,11.98,,,,7.29,,,,,,384,,,,,,,,,,5.73,,식품의약품안전처,768g
피자_7번가스페셜 피자 씬바샤삭 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,278,,10.53,,,,5.26,,,,,,461,,,,,,,,,,7.02,,식품의약품안전처,915g
피자_7번가스페셜 피자 씬바샤삭 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,264,,11.24,,,,4.73,,,,,,498,,,,,,,,,,5.92,,식품의약품안전처,675g
피자_88페퍼로니 피자 (XL),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,261,,15.54,,,,3.38,,,,,,589,,,,,,,,,,5.55,,식품의약품안전처,968g
피자_LA BBQ 불고기 피자 씬 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,308,,15.71,,,,3.68,,,,,,544,,,,,,,,,,8.57,,식품의약품안전처,532g
피자_LA BBQ 불고기 피자 오리지널 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,271,,13.63,,,,3.14,,,,,,598,,,,,,,,,,4.61,,식품의약품안전처,823g
피자_LA BBQ 불고기 피자 오리지널 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,274,,13.8,,,,3.23,,,,,,598,,,,,,,,,,4.94,,식품의약품안전처,476g
피자_LA BBQ 불고기 피자 오리지널 파마산 치즈 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,275,,14.19,,,,3.05,,,,,,612,,,,,,,,,,5.05,,식품의약품안전처,845g
피자_LA BBQ 불고기 피자 오리지널 파마산 치즈 (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,279,,14.36,,,,3.13,,,,,,613,,,,,,,,,,5.46,,식품의약품안전처,490g
피자_LA BBQ 불고기 피자 팬 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,300,,12.5,,,,3.06,,,,,,519,,,,,,,,,,5.09,,식품의약품안전처,870g
피자_LA BBQ불고기+페페로니 피자 씬 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,328,,16.3,,,,3.46,,,,,,626,,,,,,,,,,9.53,,식품의약품안전처,509g
피자_LA BBQ불고기+페페로니 피자 오리지널 파마산엣지 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,283,,14.19,,,,2.91,,,,,,656,,,,,,,,,,5.37,,식품의약품안전처,813g
피자_LA BBQ불고기+페페로니 피자 팬 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,310,,12.75,,,,2.94,,,,,,564,,,,,,,,,,5.59,,식품의약품안전처,846g
피자_LA BBQ불고기+페페로니 피자 오리지날 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,263,,13.35,,,,2.88,,,,,,596,,,,,,,,,,4.58,,식품의약품안전처,848g
피자_가든 스페셜 피자 골드링 (F),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,227,,9.42,,,,4.71,,,,,,447,,,,,,,,,,3.53,,식품의약품안전처,1358
피자_가든 스페셜 피자 골드링 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,227,,9.68,,,,4.4,,,,,,447,,,,,,,,,,3.52,,식품의약품안전처,908.7
피자_가든 스페셜 피자 골드링 (P),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,227,,9.26,,,,4.9,,,,,,447,,,,,,,,,,3.27,,식품의약품안전처,1836
피자_가든 스페셜 피자 골드링씬 (F),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,237,,8.94,,,,3.58,,,,,,410,,,,,,,,,,4.17,,식품의약품안전처,1341
피자_가든 스페셜 피자 씬 (F),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,238,,9.32,,,,0.78,,,,,,460,,,,,,,,,,3.88,,식품의약품안전처,1030
기타차_매실차 핫(HOT) (M),음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,기타차,해당없음,해당없음,해당없음,100ml,29,,0,,,,5.63,,,,,,0,,,,,,,,,,0,,식품의약품안전처,591g
피자_흥부포테이토 피자 골드스윗 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,277,,13.74,,,,3.05,,,,,,414,,,,,,,,,,6.11,,식품의약품안전처,1046g
피자_흥부포테이토 피자 골드스윗 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,275,,13,,,,3,,,,,,413,,,,,,,,,,6,,식품의약품안전처,802g
피자_흥부포테이토 피자 리코타링 (G),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,279,,13.55,,,,1.94,,,,,,457,,,,,,,,,,6.45,,식품의약품안전처,1552g
피자_흥부포테이토 피자 리코타링 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,278,,14.17,,,,2.5,,,,,,452,,,,,,,,,,5.83,,식품의약품안전처,956g
피자_흥부포테이토 피자 리코타링 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,278,,13.59,,,,2.72,,,,,,454,,,,,,,,,,5.98,,식품의약품안전처,737g
피자_흥부포테이토 피자 석쇠 (G),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,274,,13.87,,,,1.46,,,,,,427,,,,,,,,,,5.11,,식품의약품안전처,1372g
피자_흥부포테이토 피자 석쇠 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,274,,14.02,,,,1.87,,,,,,427,,,,,,,,,,4.67,,식품의약품안전처,856g
피자_흥부포테이토 피자 석쇠 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,274,,13.41,,,,1.83,,,,,,427,,,,,,,,,,4.88,,식품의약품안전처,657g
피자_흥부포테이토 피자 씬도우 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,289,,11.48,,,,2.73,,,,,,446,,,,,,,,,,6.01,,식품의약품안전처,733g
피자_흥부포테이토 피자 씬도우 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,278,,11.94,,,,4.48,,,,,,476,,,,,,,,,,5.97,,식품의약품안전처,536g
피자_흥부포테이토 피자 치즈링 (G),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,269,,15.09,,,,1.26,,,,,,485,,,,,,,,,,5.66,,식품의약품안전처,1592g
피자_흥부포테이토 피자 치즈링 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,270,,14.75,,,,1.64,,,,,,479,,,,,,,,,,4.92,,식품의약품안전처,976g
피자_흥부포테이토 피자 치즈링 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,269,,14.29,,,,1.59,,,,,,483,,,,,,,,,,5.29,,식품의약품안전처,757g
피자_디트로이트 더블페퍼로니 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,357,,14,,,,3.22,,,,,,729,,,,,,,,,,7.22,,식품의약품안전처,926g
피자_디트로이트 미티디럭스 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,337,,13.85,,,,3.33,,,,,,626,,,,,,,,,,6.58,,식품의약품안전처,942g
피자_디트로이트 하와이안 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,299,,11.29,,,,5.89,,,,,,471,,,,,,,,,,5.4,,식품의약품안전처,992g
피자_12첩콤비네이션 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,236,,10.83,,,,4.65,,,,,,431,,,,,,,,,,5.16,,식품의약품안전처,917.2
피자_12첩콤비네이션 피자 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,239,,11.29,,,,4.64,,,,,,447,,,,,,,,,,5.66,,식품의약품안전처,571.7
기타차_매실차 핫(HOT) (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,기타차,해당없음,해당없음,해당없음,100ml,30,,0,,,,5.87,,,,,,0,,,,,,,,,,0,,식품의약품안전처,946g
피자_허니비프 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,284,,13.35,,,,4.3,,,,,,502,,,,,,,,,,0.89,,식품의약품안전처,674g
피자_허니크런치스테이크 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,251,,13,,,,5.44,,,,,,343,,,,,,,,,,4.37,,식품의약품안전처,1048g
피자_허브포테이토 피자 씬 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,242,,10.68,,,,4.85,,,,,,419,,,,,,,,,,5.34,,식품의약품안전처,824g
피자_허브포테이토 피자 씬 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,241,,10.26,,,,5.13,,,,,,415,,,,,,,,,,5.13,,식품의약품안전처,468g
피자_헤븐스페셜 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,273,,13.49,,,,3.17,,,,,,370,,,,,,,,,,3.81,,식품의약품안전처,1004g
피자_홍대 피자 골드스윗 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,269,,11.36,,,,6.06,,,,,,397,,,,,,,,,,6.06,,식품의약품안전처,1038g
피자_홍대 피자 골드스윗 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,268,,11.38,,,,5.99,,,,,,397,,,,,,,,,,5.99,,식품의약품안전처,810g
피자_홍대 피자 리코타링 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,269,,11.57,,,,5.79,,,,,,433,,,,,,,,,,5.79,,식품의약품안전처,948g
피자_홍대 피자 리코타링 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,271,,12,,,,6,,,,,,443,,,,,,,,,,6,,식품의약품안전처,745g
피자_홍대 피자 석쇠 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,264,,11.11,,,,5.56,,,,,,406,,,,,,,,,,4.63,,식품의약품안전처,848g
피자_홍대 피자 석쇠 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,264,,11.54,,,,5.38,,,,,,406,,,,,,,,,,4.62,,식품의약품안전처,665g
피자_홍대 피자 씬도우 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,268,,11.86,,,,6.19,,,,,,464,,,,,,,,,,5.67,,식품의약품안전처,777g
피자_홍대 피자 씬도우 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,261,,12.42,,,,5.23,,,,,,463,,,,,,,,,,5.23,,식품의약품안전처,612g
피자_홍대 피자 치즈링 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,261,,12.2,,,,4.88,,,,,,460,,,,,,,,,,4.88,,식품의약품안전처,968g
피자_홍대 피자 치즈링 (R),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,260,,12.9,,,,4.52,,,,,,477,,,,,,,,,,5.16,,식품의약품안전처,765g
피자_화이트고구마무스 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,236,,8.88,,,,6.13,,,,,,315,,,,,,,,,,4.35,,식품의약품안전처,1252g
피자_황제천왕 피자 (L),음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,253,,11.88,,,,4.38,,,,,,345,,,,,,,,,,4.38,,식품의약품안전처,1280g
피자_흐르쥬퐁듀 시카고 피자,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,피자,해당없음,해당없음,해당없음,100g,221,,9.73,6.49,,24.32,1.62,,,,,,190,,,,,,,,,0,3.24,0.05,식품의약품안전처,1112g
